review
"주휴수당 관련 문의 댓글은 더 이상 답변드리지 못합니다 영상 시청해 주셔서 감사합니다! 코웍 상담문의 1
주휴수당 조건 1. 한 주에 15시간 이상 근무할 것 5일 출근제로 했을 때, 하루에 3시간 이상 출근해야 한다는 것 2. 계약서상 명시된 근무일수를 모두 채울 것 주휴수당 계산법 하루 8시간 근무 5일 출근이라면 시급 8시간 6일 5일 출근 1일 주휴수당 한 주의 임금
아 세상에 주휴수당이라는 제도가 있었군요. 난 이것도 모르고 그냥 주는 대로만 받았네 한번 계산해 봐야겠습니다.
주휴수당 계산법 이해하기 넘 쉽네요 감사합니다
만근일때만 주휴수당이 된다고 계약서에 써져있는데 만약 하루를 5.5시간 일해야 하는데 5시간만 일하면 어떻게 되는건가요? 5시간으로 일해도 15시간 이상 일하는 거긴 합니당!
안녕하세요 코웍님 여쭤보고 싶은게 있는데 제가 고등학생이라서 학교가 5시 이후에 끝나니까 평일 4시간 주말 10시간 총 매주 40시간씩 알바를 하려고 하는데 이런 경우엔 주휴수당을 어떻게 받아야하나요?
주6일근무할때 주유수당일수는 4일이추가해야하는거죠?
1.시급 13000원이면 주 6.5시간 주6일근무 9월달 30 13000 6.5 2535000 10월달 31 13000 6.5 2619500 이렇게 계산 하면 될까요 2 9860웜을 받다가 상용직으로 전환하면서 계약서에 월급 220만원 시급 13000원 두개가 다 써 있습니다 월급으로 받았는데 시급 제로 받는게 맞지요 시급제 우선이라도 예외 규정이 있는지요 3.4대보험 가입하지말고 3.3프로 세금 사장이 내 준다고 했습니다 4대 보험 가입요구시 4대보험 근로자부담금도 사장이 부담해야되는게 맞나요 ? 보험료는 세금이 아닌데 근로자가 요청할수 있나요 4. 계약서에는 만근 수당 얘기가 없으나 카톡에는 월급200만원에 만근수당 별도20만원으로 되어 있습니다 수당요구가 가능 하다면 만근수당 요구시 입사일 기준으로 요구하는게 맞는지 아님 매월 만근으로 요구하는게 맞는지요
4주 중 1번 결근했는데 그럼 4주 전부 못받나요 아니면 결근한 그 주만 못받나요?
주 15시간이상 일하고, 주5일근무일수 다 출근하면 지급조건이 되는군요, 그럼 주4일 4시간도 16시간이니깐 주휴수당 주나요?"
"그니까 근로 일수만 체우면 지각 조퇴해도 상관없다는건가요? 근로계약서대로 시간을 안지키던 못지키던 말이죠 이것도 노동부에 신고하면 되나요? 그럼 업장에서도 보상 받나요?
토일 각각 8시간도 주휴수당인가요 ?
4일 다출근하고 하루 아파서 오전에 병원갔다 오후에 출근한거는 주휴수당 받을수있나요?
코웍님 안녕하세요! 주휴수당 정리 영상 너무 감사합니다 여쭤볼게 있는데 혹시 근로계약서를 작성해야만 받을 수 있는 것인지요? 궁금합니다
시급이 2만원이여도 주휴수당 받는조건이라면 받을수 있나요??
그럼 명절 빨간날에 쉰다고 해서 쉬었을 경우에도 주휴수당을 받을 수 있나요?
저희회사는. 근로계약서상 주6일을 일해야주휴수당을지급한다는조항이있어. 그렇게3년가까이 일하고있습니다 근로기준법상 문제가 없는지 궁금합니다 참고로. 저녁7시부터. 새벽3시까지야간상하차를. 하고있습니다
주휴수당을 계산할때 만약 시급이 12000원이면 주휴수당을 안줘도 되나요? 12000원인데 주휴수당 달라고 해도 되나요?
올해도 적용되나요?
8년동안 회사 다니면서 한번도 받은적 없음 제 주변에도 없음 현실은 그래요 사장이 된 지금 제 입장도 그런 직원 뽑고 싶지 않음"
"주 40시간 근로해야한다고 했다가 주 15시간 근로해야한다는 뭔 소린지 못알아드덱 어요 .
궁금한게 있는데 만약에 주2일 8시간씩 주에 16시간 일하고 시급 만원이라면 주에 16 8해서 24만원을 받는 건가요? 그럼 주5일 3시간씩 주에 15시간 일하고 시급 만원이라면 주에 15 3해서 18만원을 받는 건가요? 그러면 주에 일수는 적게하고 하루 일하는 시간을 길게 가져가는게 더 이득인건가요?
최저임금계산법 하루8시간씩 주5일 일하면 일요일 하루더해져서 주6일 받는다는 겁니다. 그래서한달208시간으로 계산합니다 시급9620원이면 주휴수당포함 한달 세전205만원 입니다 그런데 주휴수당 땜시 최저시급이 너무 많이 올라서 주15시간 미만 일자리가 늘어납니디. 주15시간 미만 일하면 사업주는 주휴수당 안줘도 되는 겁니다. 그러니 시급은 올리도 주휴땜시 하루3시간 미만 일자리만 늘어나니 알바생들이 오히려 한달100도 못버니 2잡3잡까지 뛰는 사람들 많이 봤어요. 주휴수당은 폐지되어야 합니다. 폐지되면 하루8시간씩 일할경우 한달200만원 받는 분들이 160만원으로 줄어드는것처럼 보이지만 주휴수당 없어지면 장시간 일자리가 늘어날 겁니다. 단시간은 돈도 안됩니다
주52시간 적용이 정확하게 어떻게되는지 궁금합니다 교대근무라 월평균으로 볼때 평균으로는 52시간이 초과되지 않고 주로 볼때는 52시간을 초과하는 주가 발행합니다 이런경우에도 위반인가요?
근로계약서안섰는데 주휴수당매달20만줍니다 더받을수있나요
두가지 아닌가요?!?!
목.금.토.일 하루4시간씩 16시간이면 줘야하나요?시간은 오버인데 일주일 만근한건 아니잖아요?
안녕하세요.주휴시간에 대해궁금한데요... ..월요일에서 토요일까지 근무합니다. 주말은강제는아니고 선택입니다. 그런데 월요일 집안사정으로 결근을했습니다...하루11시간 근무하는편이구요.. 하루결근했으면 ...40시간초과라도 주휴수당받을수없는건가요? 저는 받을수있을줄 알았는데... 받을수없는건가요?
토요일 12시간 일요일 12시간 근무하는데 주휴수당 어텋게계산하나요
주휴수당 안주는곳이 진짜 많아요 하루8시간 일 하고 월요일 만 쉬고 화 수 목 금 토 일 일 하는데 근로계약서 쓰면서 주휴수당 안죠요 계약서 핑계 되고 이런곳은 1만원 시급 준다면서 주휴수당 안죠요 1하루 쉰다고 월요일"
"선생님 주5일 하루5시간근무시 바쁠때 1 2시간 일을더할경우 잔업에 해당되어1.5배를 줘야하나요? 8시간근무할때는 당연히 잔업이 안되지만 하루5시간일때 연장근무를 잔업으로1.5배를준다면 손해가 많을거같아요
오늘 알바면접보러간 곳이 주5일 월 금 7시반 11시반까지의 4시간씩 근무하게 되는 곳인데, 여기도 주휴수당 받을 권리 있는곳인가요? 면접볼때 없다던데.
최저임금 올려줘야 서민들 삶도 좋아지지 12000원은 줘야 됩니다
한달30일기준 299시간을 근무하고 월급285만원을 받았습니다. 5인미만사업장이고요 주휴수당이 포함되어있는 금액인가요?? 만약 아니라면 노동청?에 말해서 받아낼수있는건가요?
안녕하세요 제가 평일 5일동안 5시간 씩 일하기로 했는데 2월 4일부터 일했고 2월14일날 저의 개인사정땨문에 하루 결근 했어요! 결근 한 주는 주휴수당이 안 발생하는걸로 알고 있습니다 그리고 제가 2월10일 날 제가 또 개인사정으로 인해 출근 하긴 했지만 한시간 일찍 퇴근 했어요! 그래서 저 10일 날은 4시간 일했어요 허락 받았고요! 그래서 제가 2월 달 출근을 2월25일까지만 출근 하고 개인사정땨문에 그만뒀는데 주휴수당 계산하는게 지금도 너무 어려워서요 계산 해주실 수 있실까요? 시급은 9500원이였어요! 저는 평일만 출근 했습니다 제가 얼마를 받아야 하나요 부탁드려요
야간에 주휴수당은 어떤식으로 계산하나요 예를들어 01시부터 06시까지 일하고 주5일 하면 25 40 8 9160 1.5 맞나요?
하루9시간,주54시간,한달26일정도일하구요.점심시간포함 아칭9시30부터저녘7시30분까지근무하는데요.월급은 250만원입니다.그런데 사장님이 주휴수당이 월급에 포함되어있다는데,이게 맞나요?
계약서를 안썼으면어떡하나요
3월은공휴일이2일이나됐는데 주휴받을수있나요?
알면 뭐하노 주질 않는데..."
"미친 이러니 치킨5만원은 받아야되
부당해고당해서 검색하다가 왕노무사님 영상을 접했습니다 답답한마음에 노무사님께상담받았는데 주말이른시간임에도불구하고 너무 명쾌하고 친절하게 상담해주셔서 제답답한마음을 뻥 뚫어주셨어요! 너무감사합니다 구독누르고 갑니당
넘,,,좋은정보,,,감사합니다, 구독하고 좋아요
휴게시간 휴게시간 제외하고 소정근로시간 계산
설명 너무깔끔하고 잘쉽게 알아듣게하셔서 정말감사합니다 구독 좋아요 꾹 꾹 누르고갑니다 노무사님 늘 행복하세요 감사합니다
5인이상 사업장, 일할 때마다 근무기록을 남겼고, 시급으로 받는거니까 그냥 주휴포함 11000원 받으며 주마다 최대 46시간도 6개월 일했는데 더이상은 못하겠어서 오늘 그만두러 갑니다. 누구보다 내가족처럼 일했는데 이런 취급은 힘드네요. 가기 전 주휴수당 미지급과 계약서 안써주신 것 관련해서 찾아보다 우연히 보게 되었는데, 오늘 사장님과 대화할 때 영상에서 나온 내용대로 잘 말하고 오겠습니다. 큰 도움이 됐습니다. 좋은 영상 감사합니다.
노무사님 좋은말씀 감사합니다저는60대라서그런지 본인이답답합니다 저는한직장을13년근무중코로나로인해고용보험도받아보았습니다 최선을다해 직장생활을 하던중 객실정비하다보니처음으로경위서도써보았습니다 저는있는그대로썻는데소장이제가안좋은쪽으로미리써서갑에올렸더군요 소장이다시소장이써올린것처럼고처달라고하여다시써주었습니다 그뒤부터는 저를 괴롭피기시작하더군요 제가정비하는층이있는데요 다른직원이쉬는층 가서 완전스페셜잡을시키며 그층담당이않하던먼지제거와 싱크데밑놋슨것까지요 기본이15개인데5개하고올정도로괴롭히며7시30분부터5시까지 물과밥도안먹고하다이것은아니다싶어 사직서도안쓰고나왔습니다 노동청에가도 제가신경을쓰면몸이너무아파서포기하고돌아왔습니다 직장에못나간지는 10일됐습니다 사직서쓰고마무리하고싶은데 어덕해 해야좋을지 좋은효과말씁 부탁드립니다
왕노무사님 안녕하세요! 도와주세요 당근에서 알바를 구했는데 일급 식대포함 9만원 휴식1시간 공고에 써있는 내용 같은 주 월,목 2일 근무 예정이었습니다 월요일 근무 후 다음날인 화요일에 문자로 당주 수,금 차주 월 화 부탁드려도 되냐고 물어봐서 알겠다고 했습니다 근무를 마쳤는데 처음부터 끝까지 근로계약서 작성은 없었습니다 주급으로 바로 정산해주어 월,수,목,금 37만원 수1시간연장 입금되었고 차주 월,화 근로 후 18만원 입금되었습니다 근로계약서 미작성인데 연장근로로 해당된다든지 주휴수당 못받을만한 건덕지가 있을까요? 너무 스트레스 받네요 추가로 돈을 나눠서 받은 것도 문제가 있을까요?
보고또보고!익히고있어요!
왕노무사님의 영상은 고교필수과목이나 대학교양필수과목으로 수강해야 할 내용이라고 생각합니다."
"근로계약서 쓴적 없읍니다 포괄 아닌 기본 그날 연장 해서면 그날 연장료 받음 근로계약서 없음 시급 이 모여 주급 주급이 모여 월급.시급 209 월급.209 는 주휴 포함 근로자 5인 이상 근로계약서 없이 표준 근로계약서 따름 사람 잘 만나야 함 근로계약서 쓰자면 채용 안함 채용 증거 없앰
안녕하십니까? 여쭤보고 싶은 것이 있어서요. 저는 지금 알바를 월요일부터 금요일까지 하고 있는데 주휴수당은 일주일을 기본으로 계산해서 받는 것이잖아요? 그리고 알바이지만 한 달에 한 번 씩 월급 처럼 시급을 받고 있습니다. 여기에서 여쭤보고 싶은 것은 이번 달 11월에 4째 주는 월요일부터 목요일까지인데 총 13시간 일했어요. 12월 1일까지의 근무 시간 포함하면은 이번 주의 근무시간이 15시간 이상이 되는데 금요일은 다른 달에 들어가서 이번주 주휴수당을 못 받는 거예요? 혹시 제 질문이 복잡한가요? 괜찮으시면 답장 부탁드립니다. 감사합니다.
시급에 주휴포함 포괄제 하면 시급이 높아야되는군요 적어도 11000원이상
1등 이다 꿀팁 감사합니다
안녕하세요 노무사님 제가 일용직을하고있습니다. 2월15일 2월16일 각 7시간씩 근무했고 휴게시간은 없어요 그리고 2 19, 2 20일 각 8시간씩 근무할예정에요 혹시 주휴수당 발생하는가요? 발생한다면 임금 9.860원 가정했을때 얼마 받을수있어요?
제가 궁금했던 점이 풀려 바로 구독 눌렀어요 노무사님 도움 한번만 요청 드려요 제가 지금 1월 단기로만 알바를 하고 있는데 5시간씩 5일 일하고 월급으로 백십만원을 받기로 했습니다. 전화로 고지를 받아 경황이 없던 탓에 주휴수당을 나중에 문자로 물어보게 됐는데요, 주휴가 포함된 금액이라는 답이 돌아왔습니다. 그러면 시급이 최저시급도 안 나오는 거잖아요... 그래서 얘기를 다시 한번 해볼까 하는데 사장님이 워낙 적대적으로 말씀하시고 이미 일한지 2주가 되어 말을 못 하겠습니다... 주변 말로는 끝나고 신고를 하라고 하는데 삼자대면이 있다고 하여 그것도 겁이 나고요 분해서 돈을 꼭 받고 싶은데 어떤 방법이 최선일까요? 학비에 쪼들려서 돈에 많이 민감해지네요
안녕하세요 1주일에 6일 9시 3시 6시간근무하는데 휴게시간 30분은 어떻게 써야하나요? 30분전 8시30분에 출근해서 30분쉬고 9시부터 일해도 되는건가요?
안녕하세요 주5일제 식당직원이 일요일부터 첫주시작일때 목욜까지 근무하고 퇴사하게되면 딱5일이니 그담날부터가 계속 근로시 이틀 휴무인데 그전날까지 다니게되면 하루라도 휴무를 주는건가요? 아님 5일일하고 그냥 일수계산해서 급여를 주면 되나요?
노무사님 제가 일하는 가게가 알바생이 자주 바뀌고 나가서 근무시간이 자주 바뀝니다. 그래서 근로 계약서에는 주 14시간 일하는 것으로 되어 있는데 실제 근무는 15시간 이상 하였습니다. 이에 관한 출퇴근 엑셀표와 월급입금내역들이 다 있는데 이 경우에는 주휴수당을 신고해도 못받을까요 ?
왕노무사님! 초면에 질문드려 죄송합니다 제가 10개월동안 주 27시간씩 편의점 알바를 했는데 소득세 3.3 를 안 빼서 월급을 받았어요 근데 주휴수당을 안 주셔서 요구를 하니까 사장님이 지금까지 안 뺀 소득세 3.3 다 빼서 주시겠다하시는데 이게 맞나요? 나중에 환급 받을 수 있으니 걱정말라고 하는데 이걸 갑자기 다 떼는게 맞는지, 5월에 환급 받을 순 있는건지 궁금합니다.. 부디 알려주세요"
"안녕하세요. 왕노무사님께서 자세히 알려주시는것을 보고 이렇게 질문드려봅니다.. 저는 일8시간 주 4일 화,수,목,금 총32시간 로 일하고 있고 시급은 11000원입니다. 그런데 오늘 갑자기 첫주 주휴수당과 마지막주 주휴수당을 미지급 하겠다고 하시는데 이유가 무엇인가요? 작년 11월 마지막주부터 시작해서 여태 시는시간 없다가 제가꼽주고나서야 생기구...급여명세서랑 통장에 찍히는 금액도 다르고... 미치겠어요
좋은영상보고 구독,좋아요
궁금한게있는데요 주휴수당 연봉에포함해서 받는다면 연봉에서 주휴수당을 뺐을때 최저시급보다 적으면 불법아닌가요?? 예 한달월급 200만 32만 주휴수당 8 4 168만원이면 최저시급보다 적은게아닌가요??
안녕하세요 보실진 모르겠지만 너무 답답해서 여쭤봅니다.. 방 알바이고 쉴세없이 바쁘다가도 한가할땐 또 한가합니다 아주 가끔... 처음 일시작할때 말로 주휴수당은 없고 휴게시간은 그냥 한가할때 폰보거나 밥먹으라하시고 3 10시까지 일한 시간 시급 만원으로 해서 다 받아요.. 근데 이게 다른 알바생들이 일하는 날이 아닌데도 힘든거 아니까 도와주러 오는 덕분에 조금 쉴수 있는거라....혹시 이런일도 주휴수당 미지급으로 신고 가능할까요
왕노무사님 영상 잘시청했습니다 다름이아니고 노동청에 임금체불 진정서를 작성하고 임금 체불 증거문자와.회사 단말기 출퇴근 한거 찍힌 스크린샷 등 첨부하여 신고하였고 돈을못준다는 녹취기록까지 가지고있습니다 업주가 일시킨거 맞다고 노동부 감독관이 저에게 대답도 하였구요 그래서 임금체불확인서를 받고 간이 대지급금으로 처리하고싶다고하니 사업주가 출석을 안하면 임금 체불확인서 안나온다고 확신하면서 말하고 검찰에 송치하여 사건만 종결 낼라고하네요..이게 맞는걸까요? 질문이 길어져서 죄송합니다 !
안녕하세요 바로 구독했습니다 주중 4.5시간씩 4일 근무하고 있습니다. 주휴수당을 제가 얼마 받아야 하나요 11000원에 주휴포함이면 맞는건가요?
10시부터 3시까지 식당에서 근무하는 경우에요 중간에 휴게시간은 어떻게 챙겨야하는지 여쭤봅니다 5시간 근무시 30분 쉬게되면 시급에 포함되지 않는건가요? 그렇게되면 5시간 30분 근무해야하는건가요? 주6일 5시간씩 근무합니다
안녕하세요 초면에 죄송하지만 너무 궁금해서 댓글 달아봅니다.. 제가 시급 12000원을 받으며 1년 넘게 격주로 5.5일 일하고 하루 9 18시로 일하고 있습니다 근로계약서엔 주휴포함이라는 얘기는 써있지 않고 계약서 쓸 때 말로 점심시간 시급으로 쳐주는 대신 주휴수당은 없다라고 했습니다 이렇게 되면 주휴수당을 따로 받을 수 있는건가요?? 아니면 주휴수당 받을 때 점심시간 시급 포함해서 준것을 빼고 받는건가요??
영상 너무 잘봤습니다 월급제로 근로계약서 작성후 일을하고있는데요. 9시간근무 휴게시간1시간 일당으로 계산해도 10만원이네요 자꾸 주유수당 대상자라며 달라고 하네요. 너무 답답해서 문자남깁니다.
안녕하세요 아르바이트 하고 있는데 주 17시간 30분 근무를 했는데 사장님이 월급제는 한달에 60시간을 넘어야 주휴수당이 나온다고 하거든요? 말이 안되는거죠??"
"월급제인데 240이라 적혀있고 209시간 주휴수당 적혀있더라고요 첫입사할때 2달알바로 들어갔는데 12000원 이라해서 입사 했는데 갑자기 장기계약직으로 해준다면서 일 한지 3일만에 장기계약직으로 넘어왔습니다 금액이 줄어들어서 생각이 많아지더라고요 저번달 월급 받아보니까 만근 찍어서 월차 한개 생겼는데 만근수당 없이 그냥 딱 240에 세금 떼니까 210만원 정도 나왔습니다 월차 한개 생겨도 돈 들어오는것도 없고 명세서에 월.연차 1개 이렇게 나온것도 없고 좀 이상하네요 한달에 한번 꼭 무조건 쉬라고만 하는데 굳지 쉬고 싶지도 않고 내가 필요한곳에 하루 월차 쓰고 싶거든요 사장님께 여름휴가때 한꺼번에 숴도 되냐고 물어보니까 그렇게 해도 된다고 하고요 생각해보니까 월급제 인데. 월차 없어도 여름휴가때 한사람당 며칠 쉬는거 저도 그리 쉬어도 상관없지 않나요? 굼굼합니다 꼭 답변 해주세요 기다리겠습니다
문의드립니다 저는 주6일4시간 시급 만원 알바를 시작했는데요 주휴수당 당연한걸로 알고 있는데 업주가 4대보험을 원래 고용주와 알바가 반반 내는데 나는 내가 다낸다 해서 주휴수당 지급 없다 합니다 공고내용에도 4대보험 내용은 있으나 주휴수당관련 언급은없었어요 하지만 전 주6일을 내릿 일하는데 주휴수당 당연한거라 여기고 묻지도 않고 일을 시작했는데 월급날 되니 이렇게 말을하는데요 4대보험을 업주가 부담함 주휴수당 안주기도 하는지 궁금합니다 조언부탁드립니다
좋은정보 감사합니다! 궁금한것이 있는데 제가 목금 6시간씩 12시간 알바입니다. 그런데 바쁘면 추가근무를 해서 알바비 지급 보통 15시간 이상씩 근무하는데 그런경우는 주휴수당이 인나오는건가요?
하루 3시간 알바를 하는데 사장남 개인사정으로 한달에 3번 나오지 말라해서 일을 못했습니다 이건 일당 받을수 있는건가요? 총 3일분 제가 일이 있어 결근한게 아니라 사장 개인사정으로 문을 닫은거니까요
안녕하세요 뭐 한가지만 여쭤봐도될까요? 제가 지금 나이트킵 근무중인데 병원에 일할사람이 없어서 제가 나이트를 추가로 3개정도 더 했거든요 근데 나이트수당만 지급을하더라구요 제가 생각하기엔 나이트수당은 그에대한 특별수당이고 제 오프가 3개가 날아갔으니 마이너스오프에 대해서 계산해줘야맞는게 아닌가해서요 주변에 문의할데도없고 어렵게 염치불구하고 여쭤봅니다. 좀 도와주세요
까대기라는 육체노동 일을 했는데요 일주일 이상했습니다. 계약서엔 시급8만원 교통비2만원 기타2만원 이렇게 12만원 일급이라고 적혀 있습니다. 원래는 일용직근무라 하루만 근무하려했으나 일 잘한다고 일주일 넘게 했네요. 기타 2만원 금액에 주휴 수당이 포함되어있다고 사측이 주장하면 어쩌죠?
궁금한게 있는데요 알바 3일차인데 휴게시간 없고 밥먹는 시간 빼면 10시간 35분 정도 서서 일하는데 어떤 권리를 주장할수있는지 궁금합니다. 사장님께 휴게시간이 대한 대화 나눌때 녹음 켜도되나요?
와 저런 문자를 보내는 방법도 있구나...
퇴사 마지막 주 주휴 수당 ? 주휴 수당은 그주 7일 중 5일 만근 남은 2일 휴무 이중 1일 유급 주휴 1일 무급.여기서 퇴사 주 주휴 수당 ?
안녕하세요 궁금 해서 질문 합니다 기본급 160 재직수당 10 부과급 97만원 가족수당 5만 개인연금 10만 180시간 주5일 40시간 입니다 일단 기본급이 낮은데 부과급이 매달 나와서 최저임금에 안걸리는데 주휴 수당은 계약서상 안적혀잇는데 안걸리는건가요 ??"
"안녕하세요 영상 잘 봤는데 질문 하나 있습니다! 외국인 유학생이고 한 회사에서 알바 하고 있습니다. 일주일 30시간 정도 일하다가 혹시 주휴수당 받을 수 있습니까? 가능하면 얼마정도 받 을 수 있는지 알려주시면 됩니까? 감사합니다!
계약서에 시급옆이 아닌 지급일 옆에 주휴포함이라고 적혀있는데 그거도 주휴 포함된 시급인가요??
안녕하세요 왕노무사님! 궁금한게 있어서요 제가 6개월째 알바중이고 월 토 하루 4시간씩 알바중입니다! 주급은 24만원으로 시급 만원으로 받고있습니다. 한번도 주휴수당을 받은적이 없어서요.. 주휴수당에 해당되는거 맞죠? 주휴수당은 사업자분이 주에 한번씩 지급해야되는거지요?
어떤주는1 시간 어떤주는15시간 어떤주는10시간 이런식으로 60시간을 근무햇다면 주15시간 안되는주는 주휴가 발생되나요? 10시간만 근무한 주는 주휴를 못받나요? 장애활동지원사입니다
저는 9개월째 알바하고 있는데 알바하는 요일이 매주 달라서 15시간이 넘을 때도 있고 안 넘을 때도 있는데요, 근로계약서는 따로 안 썼었고 그냥 처음 면접 볼 때 주휴수당은 안 주신다고 하셨는데 받을 수 없나요 ?
제가. 20년전에. 산재로. 무릎수술. 장애가 나오나요. 답변부탁합니다
하나만 여쭤봐도 될까여 급여신고가 낮게되어있는데 신고한 금액만큼은 통장으로주고 나머지는 현금으로 준다면 국민연금과 퇴직금에 문제가 생기죠?? 원래 안그랬는데 매출이 안좋다는 이유로 갑자기 이렇게 주네요??
영상 잘 봤습니다.. 저는 편의점 7시간 9620원 주6일근무인데요..근로계약서없고,주휴수당,퇴직금 없는데요 편의점 알바하는 많은분들이 거의 저와같은 경우더라구요 이럴경우 어떻게 해야할까요?
노무사님 감사합니다 식당종사자입니다 8년근무중입니다 정규직4명 오전10시 밤10시까지근무 한달4번평일쉽니다 현재월252만받음 3대보험만들어갑니다 국민연금제외 노무사님 주급수당때문에 알고싶어요 ?현재만61세 여성입니다
주5일 평일에 공휴일이 껴있어서 쉬게되면 주휴수당이 안 나오나요??"
"제가 식당다니는데 지금일한지가 1년되었거든요 근데 근로계약서를 안쓰고 11개월되었을때 근로계약서를 주었어요 가게 일하시는 분들도요 저까지6명정도요
노무사님.. 8시간 8시간 근무에 휴게시간 1시간이 왜 14시간인가요? 9시 출근 6시 퇴근인데 ???
안녕하세요 임금계산방법을 어느곳에 전화하면 정확히 알수있나요 답글부탁드립니다 감사합니다.
노무사님 직장에서 밥을주면 주휴수당에 미치는 영향이 따로 있나요?
혹시 5인 이상 이하 사업장이 무슨 뜻인지 모르겠어요 감자탕 집에서 일을 하는데 주방 2명 홀서빙 3명 1명은 꼭 있으시면 나가고 사장님이 올 때도 있고 안 올 때도 있는데 이러면 주휴가 포함이 되나요 안 되나요?
9620원에서 나누기 5는 왜하는거죠
주휴급여는 주마다 계산되는거죠? 조건만 맞으면 매주받는거죠?
주단위 조퇴시간이 4시간 있을때 주휴수당 계산은 어떻게 되나요? 4시간을 빼나요?
대타를 3달동안 주기적으로 해서 주15시간이 넘어가면 주휴 지급해야하나요?
안녕하세요. 주휴수당 계산 부탁 드립니다. 금요일 8시간 토요일 8.5시간 30분연장 일요일8시간 시급14000 이고 30분연장 주휴수당 계산방법 부탁드립니다."
